,field,key,dateExport,historyId,dateCreated,page,fieldtype,from,fromString,to,toString,fieldId,tmpFromAccountId,tmpToAccountId
0,description,ECOM-5141,2023-12-26,1198684,2023-12-19T12:25:08.777+0200,0,jira,,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display
*## enable point to cash back, disable monthly spending → display
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by ECOM-5194",,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display
*## enable point to cash back, disable monthly spending → display
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by ECOM-5194",description,,
0,timeestimate,ECOM-5141,2023-12-26,1198687,2023-12-19T12:25:18.476+0200,0,jira,7200,7200,0,0,timeestimate,,
1,timespent,ECOM-5141,2023-12-26,1198687,2023-12-19T12:25:18.476+0200,0,jira,,,7200,7200,timespent,,
2,WorklogId,ECOM-5141,2023-12-26,1198687,2023-12-19T12:25:18.476+0200,0,jira,,,113436,113436,,,
0,description,ECOM-5141,2023-12-26,1198693,2023-12-19T12:26:44.758+0200,0,jira,,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display
*## enable point to cash back, disable monthly spending → display
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by ECOM-5194",,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display
*## enable point to cash back, disable monthly spending → display
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by [https://storai.atlassian.net/browse/ECOM-5194|https://storai.atlassian.net/browse/ECOM-5194|smart-link]
*# translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,description,ECOM-5141,2023-12-26,1198698,2023-12-19T12:29:29.678+0200,0,jira,,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display
*## enable point to cash back, disable monthly spending → display
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by [https://storai.atlassian.net/browse/ECOM-5194|https://storai.atlassian.net/browse/ECOM-5194|smart-link]
*# translation failed by {color:#ff991f}ECOM-5096{color}",,"* web mobile:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}failed{color} by ECOM-5194
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# Disable section:
*## Disable point to cash back, disable monthly spending verify display: *Passed*
*## Disable point to cash back, enable monthly spending verify display : {color:#ff5630}check again when test bug mobile{color}
*## enable point to cash back, disable monthly spending → display: {color:#ff5630}check again when test bug mobile{color}
*## enable point to cash back, enable monthly spending: {color:#ff991f}failed{color} by [https://storai.atlassian.net/browse/ECOM-5194|https://storai.atlassian.net/browse/ECOM-5194|smart-link]
*# translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,resolution,ECOM-5141,2023-12-26,1198699,2023-12-19T12:29:34.460+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5141,2023-12-26,1198699,2023-12-19T12:29:34.460+0200,0,jira,10047,QA IN PROGRESS,10001,Done,status,,
0,Parent,ECOM-5140,2023-12-26,1196130,2023-12-18T05:44:35.659+0200,0,jira,,,95615,ECOM-4600,,,
0,assignee,ECOM-5140,2023-12-26,1196135,2023-12-18T05:44:56.866+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,description,ECOM-5140,2023-12-26,1196874,2023-12-18T11:12:04.983+0200,0,jira,,,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",description,,
0,status,ECOM-5140,2023-12-26,1198222,2023-12-19T09:29:38.399+0200,0,jira,10000,To Do,10047,QA IN PROGRESS,status,,
0,description,ECOM-5140,2023-12-26,1198223,2023-12-19T09:30:14.630+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: ",description,,
0,description,ECOM-5140,2023-12-26,1198235,2023-12-19T09:36:11.875+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: ",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5140,2023-12-26,1198242,2023-12-19T09:40:28.614+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: Passed
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5140,2023-12-26,1198291,2023-12-19T10:04:48.069+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: Passed
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5140,2023-12-26,1198436,2023-12-19T10:47:59.812+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5140,2023-12-26,1198458,2023-12-19T10:58:19.532+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,description,ECOM-5140,2023-12-26,1198466,2023-12-19T11:01:55.270+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display:

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,description,ECOM-5140,2023-12-26,1198467,2023-12-19T11:02:16.361+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: 

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,description,ECOM-5140,2023-12-26,1198671,2023-12-19T12:22:34.364+0200,0,jira,,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",,"* Kikar:
*# Check *loyalty member*, barcode is displayed at External Service popup component: {color:#ff991f}Failed{color} by ECOM-5204
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#ff991f}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

C. Disable:

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display : *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",description,,
0,timeestimate,ECOM-5140,2023-12-26,1198676,2023-12-19T12:23:21.566+0200,0,jira,,,0,0,timeestimate,,
1,timespent,ECOM-5140,2023-12-26,1198676,2023-12-19T12:23:21.566+0200,0,jira,,,10800,10800,timespent,,
2,WorklogId,ECOM-5140,2023-12-26,1198676,2023-12-19T12:23:21.566+0200,0,jira,,,113434,113434,,,
0,resolution,ECOM-5140,2023-12-26,1198677,2023-12-19T12:23:28.779+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5140,2023-12-26,1198677,2023-12-19T12:23:28.779+0200,0,jira,10047,QA IN PROGRESS,10001,Done,status,,
0,Parent,ECOM-5139,2023-12-26,1196119,2023-12-18T05:44:07.673+0200,0,jira,,,95615,ECOM-4600,,,
0,assignee,ECOM-5139,2023-12-26,1196134,2023-12-18T05:44:54.269+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,description,ECOM-5139,2023-12-26,1196483,2023-12-18T09:53:50.050+0200,0,jira,,,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",description,,
0,status,ECOM-5139,2023-12-26,1196850,2023-12-18T11:06:14.077+0200,0,jira,10000,To Do,10047,QA IN PROGRESS,status,,
0,timeestimate,ECOM-5139,2023-12-26,1196872,2023-12-18T11:10:59.564+0200,0,jira,,,10800,10800,timeestimate,,
1,timeoriginalestimate,ECOM-5139,2023-12-26,1196872,2023-12-18T11:10:59.564+0200,0,jira,,,10800,10800,timeoriginalestimate,,
0,description,ECOM-5139,2023-12-26,1196877,2023-12-18T11:13:05.331+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display: Passed

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",description,,
0,description,ECOM-5139,2023-12-26,1197015,2023-12-18T11:46:26.987+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cashback, verify display: Passed

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",description,,
0,description,ECOM-5139,2023-12-26,1197016,2023-12-18T11:47:15.695+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. enable point to cashback, disable .. → display okie

e. enable monthly spending.",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cashback, disable .. → display okie

f. enable monthly spending.",description,,
0,description,ECOM-5139,2023-12-26,1197021,2023-12-18T11:49:48.875+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cashback, disable .. → display okie

f. enable monthly spending.",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending",description,,
0,description,ECOM-5139,2023-12-26,1197964,2023-12-19T05:27:25.334+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending",description,,
0,description,ECOM-5139,2023-12-26,1198221,2023-12-19T09:29:11.497+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5139,2023-12-26,1198290,2023-12-19T10:04:31.893+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end:
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#bf2600}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5139,2023-12-26,1198444,2023-12-19T10:50:02.345+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#bf2600}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display 

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#bf2600}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display: *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*",description,,
0,description,ECOM-5139,2023-12-26,1198457,2023-12-19T10:58:04.351+0200,0,jira,,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#bf2600}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display: *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*",,"* Prutah:
*# Check *loyalty member*, barcode is displayed at External Service popup component:
*## Check the source of barcode is correct: check the barcode length?? → barcode is club number
*## Check display position
*## Check translation
*# For *non-loyalty member*, check display from front end: {color:#bf2600}Failed ECOM-5197{color}
*## check the shape is oriented shape
*## the sentence can be edit
*## Drag the icon from zero to max
*# disable section: 

c. Disable point to cash back, disable monthly spending verify display: *Passed*

d. Disable point to cash back, enable monthly spending verify display: *Passed*

e. enable point to cash back, disable  monthly spending → display: *Passed*

f. enable point to cash back, enable  monthly spending: *Passed*

g.translation failed by {color:#ff991f}ECOM-5096{color}",description,,
