,field,key,dateExport,historyId,dateCreated,page,fieldtype,from,fromString,to,toString,fieldId,tmpFromAccountId,tmpToAccountId
0,description,ECOM-5181,2023-12-26,1197425,2023-12-18T13:16:27.846+0200,0,jira,,,,"*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page",description,,
0,timeestimate,ECOM-5181,2023-12-26,1197426,2023-12-18T13:16:52.079+0200,0,jira,,,28800,28800,timeestimate,,
1,timeoriginalestimate,ECOM-5181,2023-12-26,1197426,2023-12-18T13:16:52.079+0200,0,jira,,,28800,28800,timeoriginalestimate,,
0,assignee,ECOM-5181,2023-12-26,1198721,2023-12-19T12:38:00.763+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5181,2023-12-26,1199357,2023-12-20T03:48:36.108+0200,0,jira,10000,To Do,10047,QA IN PROGRESS,status,,
0,description,ECOM-5181,2023-12-26,1200116,2023-12-20T11:57:23.856+0200,0,jira,,"*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page",,"*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on: *Passed*
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page",description,,
0,description,ECOM-5181,2023-12-26,1200259,2023-12-20T13:05:21.635+0200,0,jira,,"*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on: *Passed*
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page",,"*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on: *Passed*
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well: *Passed*
# Check multiple order choice work well: *Passed*
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page

8. Re-send order to picking app",description,,
0,timeestimate,ECOM-5181,2023-12-26,1200302,2023-12-20T13:29:51.246+0200,0,jira,28800,28800,28440,28440,timeestimate,,
1,timespent,ECOM-5181,2023-12-26,1200302,2023-12-20T13:29:51.246+0200,0,jira,,,360,360,timespent,,
2,WorklogId,ECOM-5181,2023-12-26,1200302,2023-12-20T13:29:51.246+0200,0,jira,,,113494,113494,,,
0,timeestimate,ECOM-5181,2023-12-26,1200897,2023-12-21T04:10:19.699+0200,0,jira,28440,28440,6840,6840,timeestimate,,
1,timespent,ECOM-5181,2023-12-26,1200897,2023-12-21T04:10:19.699+0200,0,jira,360,360,21960,21960,timespent,,
2,WorklogId,ECOM-5181,2023-12-26,1200897,2023-12-21T04:10:19.699+0200,0,jira,,,113509,113509,,,
0,status,ECOM-5181,2023-12-26,1200979,2023-12-21T05:03:45.205+0200,0,jira,10047,QA IN PROGRESS,3,In Progress,status,,
0,status,ECOM-5181,2023-12-26,1201607,2023-12-21T10:48:06.564+0200,0,jira,3,In Progress,10047,QA IN PROGRESS,status,,
0,Parent,ECOM-5179,2023-12-26,1196801,2023-12-18T10:59:33.508+0200,0,jira,,,97952,ECOM-5158,,,
0,Link,ECOM-5179,2023-12-26,1196846,2023-12-18T11:05:55.925+0200,0,jira,,,ECOM-5138,This issue relates to ECOM-5138,,,
0,Link,ECOM-5179,2023-12-26,1196853,2023-12-18T11:06:48.486+0200,0,jira,,,ECOM-5142,This issue relates to ECOM-5142,,,
0,Link,ECOM-5179,2023-12-26,1197118,2023-12-18T12:04:35.701+0200,0,jira,ECOM-5138,This issue relates to ECOM-5138,,,,,
0,Link,ECOM-5179,2023-12-26,1197120,2023-12-18T12:04:38.371+0200,0,jira,ECOM-5142,This issue relates to ECOM-5142,,,,,
0,summary,ECOM-5179,2023-12-26,1197124,2023-12-18T12:04:46.360+0200,0,jira,,[QA][Bugs fixes and finetuning] SOW - Tiv Taam - NCR Error Reports on Uncharged Cashback Issues,,[BO] [Orders page] The Cashback charged issues dropdown misses the REMOVE SELECTION option,summary,,
0,description,ECOM-5179,2023-12-26,1197131,2023-12-18T12:05:10.767+0200,0,jira,,,,"*Steps to reproduce:*

# Go to [http://localhost:3000/backend/?domain=eliy.self-point.com#!/crm/orders/list|http://localhost:3000/backend/?domain=eliy.self-point.com#!/crm/orders/list] with a valid account
# Clicking on Cashback charged issues to expand the dropdown
# Verify options in Cashback charged issues dropdown

*Actual result:* The Cashback charged issues dropdown misses the REMOVE SELECTION (מחק בחירה) option

!image-20231218-032225.png|width=50%!

*Expected result:* The Cashback charged issues dropdown should show the REMOVE SELECTION (מחק בחירה) option as the design

!image-20231218-032336.png|width=50%!",description,,
0,assignee,ECOM-5179,2023-12-26,1197133,2023-12-18T12:05:34.639+0200,0,jira,,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0,Dang Nguyen,assignee,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0
0,status,ECOM-5179,2023-12-26,1197872,2023-12-19T04:28:54.604+0200,0,jira,10000,To Do,3,In Progress,status,,
0,status,ECOM-5179,2023-12-26,1198011,2023-12-19T05:51:10.052+0200,0,jira,3,In Progress,10046,READY FOR QA,status,,
0,status,ECOM-5179,2023-12-26,1198085,2023-12-19T06:19:30.185+0200,0,jira,10046,READY FOR QA,10047,QA IN PROGRESS,status,,
0,resolution,ECOM-5179,2023-12-26,1198092,2023-12-19T06:22:07.882+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5179,2023-12-26,1198092,2023-12-19T06:22:07.882+0200,0,jira,10047,QA IN PROGRESS,10001,Done,status,,
0,Parent,ECOM-5178,2023-12-26,1196792,2023-12-18T10:58:55.380+0200,0,jira,,,97837,ECOM-5113,,,
0,assignee,ECOM-5178,2023-12-26,1196794,2023-12-18T10:59:00.649+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5178,2023-12-26,1197027,2023-12-18T11:52:01.215+0200,0,jira,10000,To Do,10047,QA IN PROGRESS,status,,
0,summary,ECOM-5178,2023-12-26,1197045,2023-12-18T11:55:53.381+0200,0,jira,,[QA]Backend - Pilot mode feature not working ,,[QA]Backend - Pilot mode feature not working test,summary,,
0,summary,ECOM-5178,2023-12-26,1197089,2023-12-18T12:01:43.567+0200,0,jira,,[QA]Backend - Pilot mode feature not working test,,[QA][Test Scenario]Backend - Pilot mode feature not working test: develop test scenario,summary,,
0,description,ECOM-5178,2023-12-26,1197188,2023-12-18T12:14:51.932+0200,0,jira,,,,"Scope of work:

A- *Configuration -Setting-Branch:*



B-*Configuration - Orders*

C-Intergration with Picking app",description,,
0,description,ECOM-5178,2023-12-26,1197190,2023-12-18T12:14:57.651+0200,0,jira,,"Scope of work:

A- *Configuration -Setting-Branch:*



B-*Configuration - Orders*

C-Intergration with Picking app",,"Scope of work:

A- *Configuration -Setting-Branch:*



B-*Configuration - Orders*

*C-Intergration with Picking app*",description,,
0,description,ECOM-5178,2023-12-26,1197199,2023-12-18T12:18:03.641+0200,0,jira,,"Scope of work:

A- *Configuration -Setting-Branch:*



B-*Configuration - Orders*

*C-Intergration with Picking app*",,"Scope of work:

*A-* *Configuration -Setting-Branch:*



*B-Configuration - Orders*

*C-Intergration with Picking app*

*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",description,,
0,description,ECOM-5178,2023-12-26,1197418,2023-12-18T13:12:52.367+0200,0,jira,,"Scope of work:

*A-* *Configuration -Setting-Branch:*



*B-Configuration - Orders*

*C-Intergration with Picking app*

*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",,"Scope of work:

*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page

*C- Picking app Back Office*

# Order is transferred to Picking back office 
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.

*D-Picking App*

# Check the Order from Picking app

*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",description,,
0,description,ECOM-5178,2023-12-26,1197419,2023-12-18T13:13:32.316+0200,0,jira,,"Scope of work:

*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page

*C- Picking app Back Office*

# Order is transferred to Picking back office 
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.

*D-Picking App*

# Check the Order from Picking app

*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",,"Scope of work:

*A-* *Configuration -Setting-Branch:*

# Pilot mode can only checked when Active for picking app is on
# Pilot mode save to DB with enable/disable value successfully
# Check Pilot mode when branch is default and online
# Check Pilot mode when branch is disable
# Place order with current branch when pilot is on
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?
# Place order with current branch when pilot is off
## Check order from front end site/ back office 
## Check order on collection app if exist?
## Check order on picking app?

*B-Configuration - Orders*

# When pilot mode is on, filter”Send orders to be picked with external Picking System” is appeared
# When pilot mode is off, there is no filter”Send orders to be picked with external Picking System” is appeared
# Check translation of text: “end orders to be picked with external Picking System””
# Check single order choice work well
# Check multiple order choice work well
# Check the order is not marked
# Check order is marked
## check explanation hover
## check indication at header of other page

*C- Picking app Back Office*

# Order is transferred to Picking back office 
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App*

# Check the Order from Picking app

*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",description,,
